Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response
1961,0,2,0,1,1,7,12,1,21,2,2,3,2,2,0,3,3,0,0,0,0,0,0
1963,1,2,1,1,1,7,35,0,4,0,0,0,1,2,0,2,3,0,0,0,0,0,0
1977,0,2,2,0,1,5,548,31,422,0,112,28,4,5,5,11,1,0,0,0,0,0,0
1990,4,0,1,1,0,2,342,32,230,34,32,40,5,10,5,4,4,1,0,0,0,0,0
1973,2,2,1,0,1,6,365,3,15,4,3,11,5,7,2,5,2,0,0,0,0,0,0
1964,1,2,1,0,1,2,397,19,69,12,0,9,1,4,4,8,0,0,0,0,0,0,0
1988,0,0,1,0,0,9,456,19,832,75,118,38,1,4,5,11,1,0,0,0,0,0,0
1978,4,2,0,0,0,3,5,6,15,11,7,13,1,2,0,3,4,0,0,0,0,0,0
1975,0,0,0,1,0,9,100,2,128,23,7,10,4,5,1,5,3,0,0,0,0,0,0
1977,0,2,0,1,1,2,10,0,10,3,1,7,2,1,1,2,3,0,0,0,0,0,1
1984,0,2,1,1,0,2,238,115,215,169,69,76,3,5,3,13,1,0,0,0,0,0,0
1983,0,1,0,1,0,3,6,0,5,2,1,2,1,1,0,2,3,0,0,0,0,0,0
1987,0,0,1,1,0,0,158,11,99,15,11,17,2,3,2,7,1,0,0,0,0,0,0
1965,0,2,1,0,1,2,86,12,75,33,15,6,1,4,1,5,1,0,0,0,0,0,0
1965,1,1,1,0,1,5,98,1,17,0,1,5,1,3,0,4,3,0,1,0,0,0,0
1971,0,2,0,1,0,1,4,16,20,0,17,20,3,2,0,4,3,0,0,0,0,0,0
1959,0,0,1,1,1,6,313,8,104,6,4,126,9,8,1,6,4,0,0,0,0,0,0
1963,0,1,1,1,1,4,109,18,16,24,26,18,4,3,1,5,1,0,0,0,0,0,0
1952,1,2,1,0,1,0,216,2,6,0,0,9,2,5,1,4,3,0,0,0,0,0,0
1971,1,4,1,0,1,3,595,71,153,120,112,41,6,3,2,10,4,0,0,0,0,0,0
1982,0,1,0,1,0,0,16,0,23,3,2,10,3,4,1,2,3,0,0,0,0,0,1
1976,4,1,0,1,0,5,11,12,35,3,5,12,1,3,0,3,3,0,0,0,0,0,0
1947,1,1,2,0,1,3,410,112,420,0,82,71,1,9,3,13,1,0,0,0,0,0,0
1969,1,1,1,1,0,6,159,2,51,6,2,24,3,4,1,5,2,0,0,0,0,0,0
1959,1,2,1,1,1,4,105,0,10,0,1,0,2,2,1,4,2,0,0,0,0,0,0
1978,0,1,0,1,0,4,5,1,8,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1948,1,1,1,0,2,5,269,15,69,15,19,38,2,4,6,4,2,0,0,0,0,0,0
1955,1,2,1,0,1,1,629,0,70,0,0,35,6,11,2,7,3,0,0,0,0,0,0
1954,0,3,1,0,1,2,443,5,71,21,16,82,2,8,2,7,3,0,0,0,0,0,0
1945,0,2,2,0,0,2,217,77,373,111,23,93,1,3,6,12,0,0,0,0,0,0,0
1969,0,2,1,1,1,1,24,1,10,2,0,4,2,2,0,3,2,0,0,0,0,0,0
1976,2,1,0,1,0,0,9,1,5,4,5,7,1,1,0,3,3,0,0,0,0,0,0
1969,2,1,0,1,1,5,8,0,14,2,3,7,1,1,0,3,2,0,0,0,0,0,0
1981,0,1,1,1,1,5,230,48,214,13,32,75,8,9,1,7,4,0,0,0,0,0,0
1979,3,1,0,1,0,9,1,3,6,10,0,9,1,1,0,3,2,0,0,0,0,0,0
1960,2,3,1,0,0,0,7,1,6,0,3,3,1,0,0,3,1,0,0,0,0,0,0
1974,2,2,1,0,1,5,298,7,68,4,0,19,2,6,2,6,2,0,0,0,0,0,0
1981,0,0,1,0,0,7,479,35,179,28,7,85,1,5,3,12,0,0,1,0,0,0,0
1950,1,4,1,1,1,4,67,4,32,17,2,16,3,2,1,4,1,0,0,0,0,0,0
1982,0,2,0,1,0,8,3,1,8,23,2,18,3,2,1,3,1,0,0,0,0,0,0
1963,0,4,0,1,1,0,50,4,28,6,3,26,3,3,1,2,4,0,0,0,0,0,1
1947,1,4,0,0,1,5,19,0,5,0,0,8,2,1,0,3,2,0,0,0,0,0,0
1978,2,0,0,1,0,7,30,5,23,4,1,4,1,2,0,3,3,0,0,0,0,0,0
1954,2,1,1,0,1,0,213,9,76,4,3,30,3,5,2,5,3,0,0,0,0,0,0
1954,1,2,1,0,1,5,539,30,92,80,46,38,1,5,3,13,1,0,0,0,0,0,0
1972,4,1,1,0,1,2,284,16,160,84,16,134,6,7,4,6,2,0,0,0,0,0,0
1981,0,0,2,0,0,5,1003,34,536,134,51,34,1,4,6,6,0,0,0,1,1,0,1
1958,1,0,1,1,1,6,239,13,143,45,4,52,9,6,2,7,2,0,0,0,0,0,0
1968,0,1,0,2,0,8,51,23,82,33,0,42,4,5,1,3,4,0,0,0,0,0,0
1976,0,3,1,0,1,7,527,24,230,32,24,65,2,6,4,12,1,0,0,0,0,0,0
1966,0,0,1,1,1,4,19,5,12,10,3,19,3,3,1,2,2,0,0,0,0,0,0
1989,1,0,0,0,0,4,40,2,15,8,0,6,1,1,1,3,1,0,0,0,0,0,0
1985,4,0,1,1,0,8,21,8,20,15,3,9,1,2,0,3,3,0,0,0,0,0,0
1967,1,2,1,0,2,6,593,30,91,29,22,7,1,6,3,12,1,0,0,0,0,0,0
1959,1,2,1,1,1,7,21,5,3,10,1,7,3,1,1,4,0,0,0,0,0,0,0
1970,1,2,1,1,0,4,1181,107,199,39,30,30,2,7,3,13,3,0,0,0,0,0,0
1967,1,2,2,0,1,9,1004,59,265,115,59,27,2,11,10,11,2,1,0,0,0,0,1
1985,1,0,1,0,0,4,202,2,46,3,2,10,2,4,2,5,3,0,1,0,1,0,1
1986,2,2,2,0,0,2,1184,102,673,52,40,40,1,7,4,10,2,0,0,1,0,0,1
1955,4,2,2,0,0,5,390,22,323,104,35,107,1,6,8,6,1,0,0,0,1,0,0
1970,0,2,1,0,1,6,726,53,363,123,107,161,4,8,9,13,2,0,0,0,0,0,0
1991,4,1,0,0,0,1,8,8,22,24,11,9,1,1,1,4,1,0,0,0,0,0,0
1975,0,2,0,1,0,4,50,15,110,39,15,15,4,5,1,4,3,0,0,0,0,0,0
1979,3,0,0,1,0,2,1,1,4,11,9,10,1,1,0,3,3,0,0,0,0,0,0
1976,1,2,1,1,0,0,308,0,73,0,0,23,2,5,1,8,3,0,0,0,0,0,0
1980,0,2,0,1,0,2,22,2,31,7,4,5,1,2,0,3,3,0,0,0,0,0,0
1978,0,1,2,0,0,4,690,117,499,76,102,88,1,5,10,7,1,0,0,0,1,0,0
1971,0,1,1,1,1,8,43,5,28,7,6,33,4,3,1,3,2,0,0,0,0,0,0
1955,1,2,0,1,1,3,27,0,10,0,0,4,4,2,0,4,2,0,0,0,0,0,0
1983,1,2,0,1,0,5,6,0,3,0,0,1,1,0,0,3,1,0,0,0,0,0,0
1952,0,2,1,0,1,8,205,7,41,3,2,46,2,4,2,5,2,0,0,0,0,0,0
1969,0,2,1,1,1,9,24,0,8,0,1,4,1,1,0,3,2,0,0,0,0,0,0
1980,2,3,2,0,0,1,667,50,850,21,83,83,1,4,6,5,0,0,0,0,0,0,1
1968,0,1,1,0,1,3,691,7,61,10,0,46,4,10,4,7,3,0,1,0,0,1,1
1971,0,0,1,0,1,0,493,26,206,116,80,80,4,8,3,12,2,0,0,0,0,0,0
1989,0,0,2,0,0,7,493,70,324,146,40,84,1,3,7,11,0,0,0,0,0,0,0
1951,0,0,1,0,1,4,494,5,82,7,0,100,3,7,2,9,3,0,0,0,0,0,0
1987,2,3,1,0,0,7,621,73,414,78,48,85,1,8,4,6,2,0,0,0,0,0,0
1985,1,2,0,1,0,4,9,0,5,0,0,7,1,1,0,2,3,0,0,0,0,0,0
1981,4,0,0,1,0,8,1,6,2,8,2,12,1,1,0,2,3,0,0,0,0,0,0
1990,0,2,0,0,0,7,12,4,19,12,6,14,1,2,0,3,3,0,0,0,0,0,0
1971,4,1,1,1,1,9,11,1,4,2,0,7,1,1,0,2,3,0,0,0,0,0,0
1983,1,2,2,0,0,7,532,21,127,26,20,20,0,4,2,5,0,0,0,1,0,0,0
1957,1,3,1,1,1,0,29,0,2,0,0,1,1,1,0,3,3,0,0,0,0,0,0
1976,0,2,1,0,1,8,387,126,342,0,45,180,5,8,4,11,2,0,0,0,0,0,0
1955,2,2,1,1,1,6,56,0,14,0,0,2,3,3,0,3,3,0,0,0,0,0,0
1989,0,0,0,1,0,4,6,8,19,16,4,4,3,3,0,4,3,0,0,0,0,0,0
1973,1,1,1,0,1,8,582,0,65,0,0,13,6,8,2,9,2,0,0,0,0,0,0
1973,3,1,0,1,0,0,6,17,16,6,16,42,4,3,1,3,3,0,0,0,0,0,1
1984,1,2,1,1,0,0,70,6,69,2,3,3,3,3,1,4,3,0,0,0,0,0,0
1956,2,1,1,0,1,2,962,12,194,16,24,12,4,7,8,13,2,0,0,1,0,0,0
1965,0,1,1,0,1,5,112,10,107,30,0,20,2,5,2,4,3,0,0,0,0,0,0
1978,0,2,1,1,0,8,293,0,124,179,97,52,1,7,2,10,2,0,0,0,0,0,0
1973,1,2,1,0,1,9,199,12,31,3,12,7,1,3,3,5,1,0,0,0,0,0,0
1986,0,2,2,0,0,3,1060,61,835,80,20,101,1,4,7,10,0,1,0,1,1,1,1
1959,2,2,2,0,1,3,940,44,396,0,88,58,1,8,7,7,1,1,0,1,1,0,1
1978,0,1,1,0,1,9,44,2,11,2,3,7,1,1,0,4,2,0,0,0,0,0,0
1992,3,0,0,1,0,4,2,10,11,12,9,20,2,3,0,3,2,0,0,0,0,0,0
1984,0,1,0,1,0,6,75,12,141,43,39,187,6,6,1,5,3,0,0,0,0,0,0
1956,0,0,1,0,1,7,520,20,367,39,81,40,2,6,3,6,2,0,0,0,0,0,0
1977,0,2,0,1,1,4,5,3,9,6,2,6,2,2,0,3,3,0,0,0,0,0,0
1974,0,1,1,1,1,7,87,5,71,7,12,29,5,4,1,4,3,0,0,0,0,0,0
1976,1,2,1,0,1,0,462,61,184,10,53,107,4,7,5,9,2,1,0,0,0,0,1
1979,0,2,0,1,0,8,2,2,1,3,1,2,1,1,0,2,3,0,0,0,0,0,0
1991,0,0,2,0,0,3,704,129,853,120,74,111,1,5,6,7,0,0,1,1,1,0,1
1962,1,4,2,0,0,2,861,31,558,62,95,79,0,6,5,13,0,0,0,1,0,0,0
1982,1,0,1,1,0,2,172,3,115,16,0,18,5,6,1,5,3,0,0,0,0,0,1
1979,2,0,0,1,0,1,5,7,31,15,4,7,3,2,1,3,2,0,0,0,0,0,1
1955,0,1,1,1,1,0,194,2,56,0,0,0,5,4,1,6,3,0,0,0,0,0,1
1965,3,0,0,0,1,6,9,7,13,3,2,20,1,1,1,2,2,0,0,0,0,0,0
1961,2,1,2,1,1,4,505,72,270,36,27,54,4,9,2,12,2,0,0,0,0,0,0
1964,1,1,1,1,1,3,48,0,14,0,0,6,2,2,0,3,2,0,0,0,0,0,0
1959,0,2,0,0,0,7,6,1,7,23,4,19,1,1,1,2,3,0,0,0,0,0,0
1955,0,3,1,1,1,9,18,2,10,0,0,25,1,1,1,2,3,1,0,0,0,0,0
1958,4,0,2,0,1,3,204,97,97,21,118,26,1,5,2,10,1,0,0,0,0,0,0
1954,0,3,2,0,1,4,1073,0,250,153,14,14,4,7,10,5,2,0,0,0,0,0,0
1967,0,0,2,1,1,3,245,16,223,21,43,16,2,8,1,8,2,0,0,0,0,0,0
1963,0,2,2,0,0,7,560,21,442,29,44,29,1,4,5,13,0,0,0,1,0,0,0
1959,0,2,1,0,1,5,173,13,131,32,3,6,4,6,1,6,3,0,0,0,1,0,0
1971,1,2,1,1,0,1,22,1,11,0,5,3,1,1,0,3,3,0,0,0,0,0,0
1964,0,1,1,0,1,9,136,1,12,0,3,32,2,4,1,3,2,0,1,0,0,0,0
1983,0,1,1,1,0,3,275,0,86,10,23,66,5,6,3,5,3,0,0,0,0,0,0
1945,1,0,1,0,0,0,56,19,29,2,14,25,1,3,1,3,3,0,0,0,0,0,1
1947,0,1,2,0,0,0,303,23,751,82,26,191,1,6,5,13,1,0,0,0,0,0,1
1969,1,3,1,0,1,8,708,7,62,0,0,15,2,11,3,7,3,0,0,0,0,0,0
1947,3,1,0,0,0,4,1,5,3,7,4,8,1,1,0,2,3,0,0,0,0,0,0
1946,2,2,1,0,0,2,620,26,195,34,17,141,1,6,4,13,0,0,0,0,0,0,0
1969,0,3,2,0,1,9,312,21,206,102,92,149,3,7,3,10,2,0,0,0,0,0,0
1949,1,2,2,0,0,5,1493,86,454,112,43,43,2,4,4,5,0,0,1,1,1,0,0
1961,1,1,1,0,1,4,918,21,118,13,10,21,3,8,3,5,2,0,1,0,0,0,1
1974,0,2,1,0,1,2,98,0,106,49,10,106,5,5,1,5,2,0,0,0,0,0,0
1980,4,0,0,1,0,0,3,4,7,15,8,11,1,1,0,3,3,0,0,0,0,0,0
1949,1,4,1,0,1,3,380,0,47,6,0,34,4,7,1,7,3,0,1,0,0,0,1
1971,0,4,0,1,1,3,15,0,12,7,3,7,3,2,0,3,3,0,0,0,0,0,0
1979,3,0,0,1,1,4,3,9,4,7,8,7,4,1,1,4,1,0,0,0,0,0,0
1968,0,2,1,1,1,8,24,2,23,0,8,24,3,2,1,3,2,0,0,0,0,0,0
1971,2,0,1,1,0,0,80,1,60,4,6,16,2,5,1,2,4,0,0,0,0,0,1
1955,1,2,1,1,1,5,31,0,6,2,1,5,2,1,0,4,1,0,0,0,0,0,0
1972,0,2,2,1,0,7,138,120,204,16,126,60,3,7,4,7,2,0,0,0,0,0,0
1964,4,2,1,0,1,6,166,75,96,119,107,59,3,7,2,8,1,0,0,0,0,0,0
1979,4,3,0,1,0,4,12,3,8,8,0,17,2,2,0,3,3,0,0,0,0,0,0
1975,0,1,1,0,1,4,178,3,85,71,66,58,2,3,3,8,0,0,0,0,0,0,0
1977,0,2,2,0,1,3,707,20,171,65,60,50,1,9,7,9,2,0,0,0,0,0,0
1986,4,2,0,1,0,8,5,1,7,17,14,11,2,2,1,3,2,0,0,0,0,0,0
1956,0,2,1,0,1,7,465,71,250,93,35,62,3,9,2,12,2,0,0,0,0,0,0
1980,1,0,1,1,0,2,16,1,2,0,0,1,1,1,0,3,2,0,0,0,0,0,0
1982,0,1,2,0,0,2,358,108,413,141,97,32,1,2,8,6,0,0,0,0,0,0,0
1961,3,2,0,0,0,8,1,9,7,2,14,10,1,2,0,3,2,0,0,0,0,0,0
1975,2,2,1,0,1,3,123,1,26,2,0,72,2,3,2,3,3,1,0,0,0,0,0
1974,1,3,0,1,0,1,40,3,30,10,7,11,3,3,0,3,4,0,0,0,0,0,1
1946,1,2,1,0,0,8,102,9,63,2,9,24,1,4,1,4,2,0,0,0,0,0,0
1985,0,0,2,0,0,6,347,44,534,17,0,26,1,3,5,12,0,0,0,0,0,0,0
1967,0,2,1,0,1,4,21,0,3,0,0,0,1,1,0,3,2,0,0,0,0,0,0
1955,0,1,1,1,1,0,194,2,56,0,0,0,5,4,1,6,3,0,0,0,0,0,1
1985,0,0,0,1,0,8,64,4,68,7,5,17,4,3,1,4,3,0,0,0,0,0,0
1977,1,2,0,0,0,5,206,0,46,3,2,12,2,5,1,5,3,0,0,0,0,0,0
1973,1,1,1,1,0,1,71,0,18,0,0,13,1,3,1,2,3,0,0,0,0,0,0
1984,4,2,1,0,0,0,71,22,112,138,89,29,1,2,3,13,0,0,0,0,0,0,0
1979,3,0,0,1,0,6,0,4,7,11,10,15,2,2,0,3,2,0,0,0,0,0,0
1976,1,0,1,1,1,7,93,1,21,0,4,25,3,2,1,4,2,0,0,0,0,0,0
1959,0,1,2,0,1,9,653,17,170,34,26,17,2,11,2,10,3,0,0,0,0,0,0
1971,0,1,0,1,1,0,199,33,60,8,3,15,5,5,2,5,3,0,0,0,0,0,1
1967,0,0,1,1,1,2,153,4,56,0,9,31,4,5,1,4,3,0,0,0,0,0,0
1973,0,2,1,0,1,0,376,0,38,11,8,69,5,6,3,6,2,0,0,0,0,0,0
1983,0,1,0,1,0,5,46,0,30,12,1,30,1,2,0,4,2,0,0,0,0,0,0
1979,0,1,2,0,1,4,425,115,292,23,35,79,1,6,6,11,1,0,0,0,0,0,0
1950,0,1,0,1,1,1,18,6,15,12,8,17,3,2,1,3,2,0,0,0,0,0,0
1963,1,0,1,1,1,2,52,0,9,0,0,1,2,1,0,4,1,0,0,0,0,0,0
1962,4,1,2,0,0,8,734,22,350,151,25,100,1,3,9,13,0,0,0,1,0,0,0
1976,0,0,1,1,0,8,34,6,21,11,4,8,1,2,1,3,2,0,0,0,0,0,0
1952,0,1,0,1,1,6,135,1,41,10,1,67,5,3,3,3,2,1,0,0,0,0,0
1960,2,2,0,1,1,5,11,0,10,0,2,20,1,1,1,2,2,0,0,0,0,0,0
1955,0,0,1,0,1,1,163,48,90,0,45,52,1,3,2,8,1,0,0,0,0,0,0
1977,2,0,0,1,0,8,29,3,30,3,2,9,2,3,0,3,2,0,0,0,0,0,0
1964,0,1,1,0,2,9,734,26,70,11,44,17,2,6,3,4,1,0,0,0,1,0,0
1976,0,1,2,0,1,9,453,38,279,188,38,183,2,7,7,10,1,0,0,0,0,0,0
1974,0,1,2,0,1,8,1073,0,629,145,37,37,1,10,5,13,2,0,0,1,0,0,0
1951,2,1,1,1,1,8,135,0,10,0,4,36,2,3,1,4,2,0,0,0,0,0,0
1966,0,0,1,1,1,3,231,7,137,4,15,39,9,5,1,8,3,0,0,0,0,0,1
1951,0,2,1,1,1,8,18,0,5,0,0,11,2,1,1,2,3,1,0,0,0,0,0
1958,0,1,1,0,1,2,620,16,165,0,24,82,5,5,5,12,2,0,0,0,0,0,0
1964,0,0,0,1,1,9,12,4,2,10,6,10,4,2,0,4,2,0,0,0,0,0,0
1974,1,0,1,0,0,7,965,34,586,89,86,37,1,3,5,8,1,1,0,0,0,0,0
1966,0,1,1,1,1,4,27,2,10,0,0,1,2,1,0,3,3,0,0,0,0,0,0
1963,1,0,1,0,1,7,777,30,163,0,51,122,6,4,4,7,4,0,0,0,0,0,0
1969,2,2,2,0,0,7,572,8,232,23,62,17,1,4,3,6,0,0,0,0,1,0,0
1983,1,1,0,1,0,8,17,0,9,0,0,1,1,1,0,3,4,0,0,0,0,0,0
1982,4,1,1,0,1,1,402,35,106,101,77,42,2,9,2,9,2,0,1,0,0,0,0
1956,0,2,1,0,2,9,369,9,87,12,14,34,3,6,2,8,2,0,0,0,0,0,0
1961,1,1,0,1,1,1,5,0,3,0,0,1,1,1,0,2,3,0,0,0,0,0,0
1962,0,1,1,0,1,9,362,17,398,80,35,61,3,5,3,5,1,0,0,0,1,0,0
1971,2,3,1,1,1,2,56,0,9,0,0,3,2,2,0,3,3,0,0,0,0,0,0
1971,2,0,0,1,1,3,79,1,31,4,4,12,3,2,1,4,2,0,0,0,0,0,0
1968,0,2,1,0,1,5,387,84,141,73,35,162,3,4,4,12,0,0,0,0,0,0,0
1969,0,2,0,1,0,5,15,0,11,0,2,9,1,1,1,2,3,0,0,0,0,0,0
1965,1,4,1,0,1,9,267,6,54,8,3,50,2,5,2,6,2,0,0,0,0,0,0
1958,2,2,2,0,0,9,674,92,736,39,0,92,1,3,11,9,0,0,0,0,0,0,0
1975,2,1,0,1,0,3,16,14,36,37,22,48,3,4,1,2,4,0,0,0,0,0,1
1987,0,0,0,1,0,3,37,4,24,16,9,9,2,4,0,3,4,0,0,0,0,0,0
1959,0,1,1,0,1,1,159,0,22,2,1,31,3,4,1,4,3,0,0,0,0,0,0
1962,1,2,1,0,1,7,686,17,142,23,26,35,8,6,4,13,2,0,0,0,0,0,0
1974,0,1,1,1,0,3,97,3,66,12,7,34,3,4,1,4,3,0,0,0,0,0,0
1977,0,2,1,1,1,0,63,6,57,13,13,22,4,2,1,5,1,0,0,0,0,0,1
1978,0,1,1,1,1,1,56,5,24,4,0,3,3,2,1,3,2,0,0,0,0,0,0
1957,0,2,1,0,1,5,198,2,43,0,12,20,3,4,1,6,2,0,1,0,0,0,0
1955,4,2,1,0,1,3,313,15,47,20,0,192,2,7,4,3,2,0,0,0,0,0,0
1982,1,1,0,1,0,6,86,4,56,2,4,7,3,4,0,4,4,0,0,0,0,0,0
1953,2,4,2,0,0,7,167,48,602,63,72,72,1,3,10,4,0,0,1,1,1,0,1
1968,2,3,0,1,0,9,8,3,19,0,2,3,2,2,0,3,2,0,0,0,0,0,0
1957,2,1,1,0,0,8,389,66,408,37,57,85,1,4,4,6,0,0,0,0,0,0,0
1965,2,1,1,1,1,3,239,7,119,4,15,11,5,6,2,6,3,0,0,0,0,0,0
1975,1,2,2,0,0,0,179,21,273,0,21,63,1,6,10,6,2,1,0,1,1,0,1
1990,0,2,0,0,0,1,2,6,28,13,4,16,1,2,0,3,3,0,0,0,0,0,0
1966,1,2,1,0,1,1,383,0,53,6,4,40,3,8,1,6,2,0,0,0,0,0,0
1988,0,0,0,1,0,7,2,8,8,6,1,9,2,1,0,3,3,0,0,0,0,0,0
1995,4,0,2,0,0,5,536,27,590,38,107,67,1,5,10,12,2,1,0,1,0,0,1
1975,0,1,0,1,0,8,2,1,4,3,1,2,1,1,0,2,3,0,0,0,0,0,0
1984,1,0,2,0,0,2,712,50,420,65,38,38,1,8,4,7,1,0,0,0,0,0,1
1971,2,3,2,0,1,7,1121,0,72,0,12,12,4,10,8,10,2,0,1,0,1,0,0
1951,2,0,1,2,1,8,68,1,13,3,5,13,1,2,0,4,2,0,0,0,0,0,0
1976,2,1,0,0,0,8,36,4,18,6,2,18,1,2,0,4,3,0,0,0,0,0,0
1972,1,2,2,0,0,7,707,44,603,95,58,29,1,2,8,12,0,0,0,0,0,0,0
1985,0,1,1,1,0,4,174,77,203,6,24,97,2,8,1,7,3,0,0,0,0,0,0
1966,1,2,1,0,1,1,666,35,124,69,8,26,1,5,3,5,1,0,0,0,0,0,0
1975,4,3,0,0,0,1,0,0,0,6,2,6,1,1,0,2,2,0,0,0,0,0,0
1979,0,0,1,0,1,5,162,50,100,55,30,27,1,4,2,8,1,0,0,0,0,0,0
1971,0,2,2,1,0,6,407,70,239,103,88,53,1,5,4,4,0,0,0,0,0,0,0
1982,0,2,1,0,0,1,823,25,459,124,29,95,1,6,6,7,1,0,0,1,0,0,1
1968,2,1,0,1,1,7,28,0,13,4,2,8,3,2,1,3,2,0,0,0,0,0,0
1984,0,0,0,1,0,5,3,2,10,3,0,2,1,1,0,3,2,0,0,0,0,0,0
1971,2,1,0,1,0,2,284,0,52,8,3,20,4,9,0,4,4,0,0,0,0,0,0
1967,1,3,0,1,0,7,13,2,15,2,2,8,2,2,0,3,2,0,0,0,0,0,0
1972,0,0,1,1,1,8,31,1,8,0,0,8,2,2,0,3,2,0,0,0,0,0,0
1948,1,0,1,0,1,0,502,19,132,0,6,26,6,6,2,11,2,0,0,0,0,0,0
1952,0,3,1,0,1,7,18,10,3,3,5,0,1,1,0,3,0,0,0,0,0,0,0
1987,4,0,0,0,0,0,1,8,6,4,8,16,1,1,0,3,3,0,0,0,0,0,0
1951,1,1,2,0,1,0,664,9,240,50,19,57,2,7,7,10,1,0,0,0,0,0,0
1975,0,3,2,1,0,8,1045,61,338,60,46,46,3,5,5,13,3,0,0,0,0,0,0
1969,1,2,0,1,0,2,15,0,6,0,1,12,2,1,1,2,3,1,0,0,0,0,1
1968,1,3,1,0,1,5,128,0,16,0,1,4,2,4,0,4,3,0,0,0,0,0,0
1969,2,0,1,0,1,7,581,49,157,43,8,108,1,5,6,11,0,0,1,0,0,0,0
1985,1,0,0,0,0,4,6,3,12,6,1,0,1,1,1,3,1,0,0,0,0,0,0
1984,0,0,1,1,0,6,185,8,133,56,56,12,2,7,1,7,3,0,0,0,0,0,0
1957,1,2,1,1,1,2,22,1,9,0,0,14,1,1,1,2,1,0,0,0,0,0,0
1971,1,3,2,0,0,6,584,100,835,65,83,35,1,5,5,5,0,1,0,0,0,0,1
1982,0,2,1,1,0,8,175,10,110,54,6,27,2,6,3,4,2,1,0,0,0,0,0
1985,0,2,0,1,0,6,25,6,16,20,0,5,2,2,0,3,3,0,0,0,0,0,0
1968,0,3,1,0,1,2,641,7,56,0,0,28,8,10,4,6,3,0,1,0,1,0,0
1974,0,0,2,0,0,9,273,86,208,177,14,43,1,2,3,5,0,0,0,0,0,0,0
1949,0,3,1,0,1,2,122,21,43,25,10,15,2,3,1,6,2,0,0,0,0,0,0
1978,3,1,0,1,0,5,1,4,10,29,0,36,1,1,1,2,2,1,0,0,0,0,0
1954,1,0,2,0,0,9,1020,31,430,62,63,79,1,4,6,4,0,0,0,1,0,0,0
1950,1,1,1,0,1,7,378,14,68,19,14,14,2,3,5,8,1,0,0,0,0,0,0
1964,1,2,1,1,1,1,42,1,18,3,0,4,2,2,0,3,3,0,0,0,0,0,0
1983,0,0,0,0,0,1,15,5,14,0,4,11,1,1,0,3,3,0,0,0,0,0,0
1987,2,2,2,0,0,9,272,7,80,20,7,11,1,4,4,6,0,0,0,0,0,0,0
1971,0,3,0,1,0,7,9,1,24,2,1,2,3,3,0,3,2,0,0,0,0,0,0
1968,0,2,1,0,1,2,279,0,18,0,0,9,2,3,1,8,1,0,1,0,0,0,0
1954,0,2,1,0,0,5,398,61,265,138,61,53,1,3,4,6,0,0,0,0,0,0,0
1971,1,2,1,0,1,8,637,47,237,12,19,76,4,6,11,7,2,0,0,0,0,0,0
1986,0,1,0,1,0,7,45,0,16,2,1,6,1,3,0,3,3,0,0,0,0,0,0
1959,0,2,0,0,0,3,21,1,9,7,3,5,1,1,0,3,2,0,0,0,0,0,0
1980,2,2,0,1,0,9,15,4,13,0,0,19,1,1,1,2,3,1,0,0,0,0,0
1970,0,0,1,0,1,3,957,40,175,158,53,107,2,7,8,5,2,0,1,0,0,0,0
1967,0,2,2,0,1,9,1017,50,500,65,50,133,3,5,5,5,3,0,1,0,1,0,1
1963,1,4,1,0,1,2,953,0,71,0,0,174,6,10,5,10,3,0,0,0,0,0,0
1968,0,0,1,0,1,4,159,0,120,0,0,137,7,4,4,8,3,0,1,0,0,1,1
1990,0,2,0,0,0,1,32,0,8,23,4,18,1,1,0,4,2,0,0,0,0,0,0
1981,1,0,0,1,0,8,23,0,15,0,2,7,2,3,0,3,2,0,0,0,0,0,0
1976,0,0,0,0,0,2,18,42,24,15,20,18,1,2,1,4,3,0,0,0,0,0,0
1965,1,1,0,1,1,7,15,0,4,0,0,2,1,1,0,2,3,0,0,0,0,0,0
1977,4,0,0,0,1,0,23,4,5,10,5,23,1,1,0,4,1,0,0,0,0,0,0
1956,0,0,2,0,0,8,1324,27,119,71,108,27,0,7,9,6,1,0,1,1,1,1,1
1943,2,0,2,0,0,5,1193,33,281,129,66,33,1,7,5,13,1,0,0,1,0,0,0
1977,2,2,0,1,0,0,2,4,9,0,4,5,1,1,0,3,2,0,0,0,0,0,0
1969,1,2,1,0,1,6,1103,0,45,0,0,34,3,4,2,11,3,0,1,0,0,1,0
1970,0,2,2,0,0,4,353,61,753,40,46,27,1,3,3,7,0,0,0,0,0,0,0
1957,0,0,1,0,0,4,652,48,350,94,84,108,1,9,3,6,2,0,0,0,0,0,1
1965,2,2,1,1,1,2,379,6,157,25,91,91,5,9,3,7,3,0,0,0,0,0,0
1974,1,2,1,1,1,8,46,4,36,2,2,1,1,2,0,4,2,0,0,0,0,0,0
1947,1,2,1,0,1,9,162,31,127,8,17,69,2,4,2,7,1,0,0,0,0,0,0
